layer,attention_module,module_name,head_index,mean_abs_grad,max_abs_grad,grad_x_activation,l2_grad,head_importance_normalized,target_mask_index,notes
1,self_attn,transformer.encoder.layers.1.self_attn,6,8.66326743675927e-08,2.5033950805664062e-05,1.8079264307857557e-08,0.00012653534940909594,0.7136747801692391,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,7,9.129651346029277e-08,8.64267349243164e-06,2.5331637232284265e-08,0.0001226764143211767,0.9999605252311147,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,0,9.755220276019827e-08,1.800060272216797e-05,5.804873914883046e-09,0.0001449739938834682,0.22914605619841405,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,1,9.058504701897618e-08,1.919269561767578e-05,6.566424293197315e-09,0.00012925507326144725,0.2592080813768956,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,2,8.716128974128878e-08,1.1444091796875e-05,6.583154910089206e-09,0.00011937929957639426,0.25986851861201177,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,3,8.972924092631729e-08,1.4901161193847656e-05,7.788583111789649e-09,0.00012717934441752732,0.3074525182819801,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,4,9.632328357156439e-08,1.895427703857422e-05,6.3331366817465096e-09,0.00014240121527109295,0.24999910683106738,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,5,9.09441624230567e-08,1.2874603271484375e-05,6.468772628664965e-09,0.00012468139175325632,0.2553533044882145,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,6,8.703636211748744e-08,2.467632293701172e-05,6.179310396703386e-09,0.0001262432779185474,0.24392684978050316,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,7,9.181845683770007e-08,1.0907649993896484e-05,6.402673058403252e-09,0.0001240628625964746,0.25274403922871463,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,0,8.285850583433785e-08,1.2993812561035156e-05,1.6181497031197978e-08,0.00012371904449537396,0.6387608555249846,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,1,8.127862116680262e-08,1.8715858459472656e-05,1.8626089115514333e-08,0.00012234812311362475,0.7352605630722483,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,2,7.870045237723389e-08,1.2278556823730469e-05,1.6974148309145676e-08,0.00011108213948318735,0.6700505815286213,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,3,7.854151817809907e-08,1.1086463928222656e-05,1.565748419807278e-08,0.00011075442307628691,0.6180755700444273,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,4,8.383644001241919e-08,1.4483928680419922e-05,1.5427154664848786e-08,0.0001240046985913068,0.6089833649529471,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,5,8.284211361342386e-08,1.0669231414794922e-05,1.6150677240034383e-08,0.00011610618093982339,0.637544251391708,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,6,7.573459726017973e-08,1.919269561767578e-05,1.7863136747564567e-08,0.00010933763405773789,0.705143194676926,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,7,8.00369051034977e-08,1.1086463928222656e-05,1.9244515314653654e-08,0.0001124439004343003,0.7596727943558982,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,0,8.343067747773603e-08,1.2814998626708984e-05,3.999251152464467e-09,0.00012440244609024376,0.15786951495787283,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,1,8.165793019543344e-08,1.8835067749023438e-05,3.766464029553163e-09,0.00012252616579644382,0.14868029708147118,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,2,7.903631171757297e-08,1.2278556823730469e-05,4.381603524450384e-09,0.00011122346768388525,0.17296278647476968,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,3,7.901490306494452e-08,1.1146068572998047e-05,3.7045495560050767e-09,0.00011127984907943755,0.14623623754750442,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,4,8.41396996520416e-08,1.4662742614746094e-05,4.575694934061403e-09,0.0001241197605850175,0.18062450001179006,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,5,8.322604116983712e-08,1.0848045349121094e-05,4.232103556489619e-09,0.00011637397255981341,0.1670613097911562,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,6,7.578240968086902e-08,1.919269561767578e-05,3.4542106952528684e-09,0.00010910558921750635,0.13635416887629742,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,7,8.056881029006036e-08,1.1146068572998047e-05,3.4678344640326486e-09,0.00011308803368592635,0.13689196400022624,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,0,6.353515402679477e-08,1.0371208190917969e-05,1.8148837099829507e-08,9.54301212914288e-05,0.7164211500530381,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,1,5.905156186258864e-08,1.633167266845703e-05,1.8143278879279023e-08,8.65108595462516e-05,0.7162017405813942,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,2,6.175451972012524e-08,8.046627044677734e-06,1.7241932326328424e-08,8.586582407588139e-05,0.680621293718092,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,3,6.255474005456563e-08,9.894371032714844e-06,1.5826136845475958e-08,8.767424151301384e-05,0.6247330943225645,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,4,6.774723004809857e-08,1.2040138244628906e-05,1.7740795499321393e-08,0.0001002951103146188,0.7003138021773855,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,5,6.461947066327411e-08,9.775161743164062e-06,1.743739375115183e-08,9.10983799258247e-05,0.6883370882889908,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,6,5.961356919215177e-08,1.2278556823730469e-05,1.977984886991635e-08,8.607668860349804e-05,0.7808049627264482,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,7,5.927352120238538e-08,8.463859558105469e-06,1.8710963445300877e-08,8.287536911666393e-05,0.7386109576248684,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,0,6.402691354878698e-08,9.834766387939453e-06,3.583726426725775e-09,9.590612899046391e-05,0.1414667724432032,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,1,5.8684999970637364e-08,1.5974044799804688e-05,3.3012705902280004e-09,8.618063293397427e-05,0.13031689357714463,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,2,6.193384649577638e-08,7.748603820800781e-06,3.552366623083003e-09,8.615248225396499e-05,0.14022885144211583,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,3,6.214411740756987e-08,9.179115295410156e-06,3.1484050921903872e-09,8.736383460927755e-05,0.12428256337157095,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,4,6.7946551496334e-08,1.2159347534179688e-05,5.097794630870567e-09,0.00010092724551213905,0.20123426487842594,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,5,6.441318589622824e-08,9.655952453613281e-06,3.9544989505202466e-09,9.099696762859821e-05,0.1561029321290157,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,6,5.981203088367693e-08,1.1682510375976562e-05,3.3283273914719302e-09,8.650498784845695e-05,0.1313849545530247,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,7,5.9425278919889024e-08,9.059906005859375e-06,3.807720805326653e-09,8.321119094034657e-05,0.15030889877008308,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,0,4.8958817444599845e-08,7.599592208862305e-06,1.5981761691818974e-08,6.857320113340393e-05,0.6308763491647681,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,1,4.7443695194715474e-08,9.655952453613281e-06,1.538949412349666e-08,6.862947338959202e-05,0.6074967237869761,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,2,4.8752614389968585e-08,5.602836608886719e-06,1.40877727261568e-08,6.596189632546157e-05,0.5561115724739131,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,3,4.751236204469933e-08,6.377696990966797e-06,1.2969752383185096e-08,6.537006993312389e-05,0.5119779778260221,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,4,5.34191784140603e-08,5.662441253662109e-06,1.5653384366487444e-08,7.442627975251526e-05,0.6179137301401274,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,5,4.87016329486778e-08,5.751848220825195e-06,1.4091024347351322e-08,6.746458529960364e-05,0.5562399294690694,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,6,4.8152305254234307e-08,5.155801773071289e-06,1.369008728602239e-08,6.618312909267843e-05,0.5404130316355517,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,7,4.8205915703647406e-08,8.165836334228516e-06,1.5657917629141593e-08,6.807233876315877e-05,0.6180926796356964,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,0,4.9048999528622517e-08,7.539987564086914e-06,2.3662554138326186e-09,6.898022547829896e-05,0.09340738558467294,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,1,4.745528414673572e-08,9.715557098388672e-06,2.0574546510943037e-09,6.849883357062936e-05,0.08121754684396833,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,2,4.866815572768246e-08,5.602836608886719e-06,2.011450783712121e-09,6.586236850125715e-05,0.07940155481122589,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,3,4.7498836863724136e-08,6.258487701416016e-06,2.346034033706701e-09,6.518422742374241e-05,0.0926091512776602,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,4,5.348270093463725e-08,5.841255187988281e-06,3.007917248609715e-09,7.49283644836396e-05,0.11873683821502734,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,5,4.889606941560487e-08,5.841255187988281e-06,2.22409868300133e-09,6.788102473365143e-05,0.0877957814896156,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,6,4.805509590255497e-08,5.155801773071289e-06,2.2365933549650663e-09,6.586148811038584e-05,0.08828900577768194,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,7,4.8106993943974885e-08,8.165836334228516e-06,1.8017960456973015e-09,6.7937231506221e-05,0.0711254824823792,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,0,3.363523859434281e-08,4.202127456665039e-06,1.489347667416041e-08,4.2709751141956076e-05,0.5879165496113431,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,1,3.114131530423947e-08,5.990266799926758e-06,1.5454874713327627e-08,3.988016760558821e-05,0.6100776074601392,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,2,3.353266819772216e-08,3.3974647521972656e-06,1.5858844903959834e-08,4.142774560023099e-05,0.626024237371903,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,3,3.42764359118064e-08,4.202127456665039e-06,1.270809057984934e-08,4.467434700927697e-05,0.5016489386132279,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,4,3.658537650608196e-08,3.933906555175781e-06,1.3318896208147635e-08,4.682433791458607e-05,0.525760349624154,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,5,3.288429439862739e-08,3.6507844924926758e-06,1.4786786906029192e-08,4.2356699850643054e-05,0.5837049956719352,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,6,3.587643249147732e-08,3.904104232788086e-06,1.6470110608679533e-08,4.575843922793865e-05,0.6501538097932337,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,7,3.44964412590798e-08,7.808208465576172e-06,1.574495023248801e-08,4.942551095155068e-05,0.6215282715382836,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,0,3.341271792578482e-08,4.231929779052734e-06,2.2290391754609118e-09,4.240087218931876e-05,0.08799080628763724,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,1,3.0617826496381895e-08,6.079673767089844e-06,2.504249474455378e-09,3.9410650060744956e-05,0.0988546692353028,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,2,3.334837828106174e-08,3.427267074584961e-06,2.332448234554363e-09,4.116887430427596e-05,0.09207285499599932,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,3,3.4004735027792776e-08,4.1425228118896484e-06,2.244851193822228e-09,4.436839299160056e-05,0.08861498205806059,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,4,3.639253165488299e-08,3.874301910400391e-06,2.4367805551150923e-09,4.646544766728766e-05,0.09619134923740293,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,5,3.25667528500162e-08,3.6656856536865234e-06,2.433156121028901e-09,4.203070784569718e-05,0.09604827553951047,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,6,3.5740221449032106e-08,3.874301910400391e-06,2.36623609595199e-09,4.5544493332272395e-05,0.09340662301579979,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,7,3.440273843580144e-08,7.748603820800781e-06,2.074025395870649e-09,4.917907062917948e-05,0.08187167316427213,0,head-slot proxy from output feature chunks
