layer,attention_module,module_name,head_index,mean_abs_grad,max_abs_grad,grad_x_activation,l2_grad,head_importance_normalized,target_mask_index,notes
0,cross_attn_image,transformer.encoder.layers.0.cross_attn_image,6,5.633056048282015e-07,6.723403930664062e-05,1.0427481811348116e-07,0.0008051532786339521,0.8204966617343042,0,head-slot proxy from output feature chunks
0,cross_attn_image,transformer.encoder.layers.0.cross_attn_image,7,5.864849867975863e-07,6.580352783203125e-05,1.270864373736913e-07,0.0008330035489052534,0.9999921314016502,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,0,5.450162348097365e-07,7.2479248046875e-05,1.2256360548690282e-07,0.0007551535381935537,0.9644037838808057,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,1,5.36010816176713e-07,9.059906005859375e-05,1.0020531959753498e-07,0.0007720858557149768,0.7884754124271826,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,2,5.095075721328612e-07,5.7697296142578125e-05,9.80438912279169e-08,0.0007167737931013107,0.7714680007247767,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,3,5.067767574473692e-07,7.915496826171875e-05,9.334574713193433e-08,0.0007060868083499372,0.7345001918439664,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,4,5.491314709615835e-07,8.344650268554688e-05,1.015352850686213e-07,0.0007770794909447432,0.7989403765382745,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,5,5.228814643487567e-07,8.392333984375e-05,8.896977021777275e-08,0.000701835029758513,0.7000673871183951,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,6,5.15055546657095e-07,8.106231689453125e-05,1.0197478417239836e-07,0.0007317890995182097,0.8023986184609969,0,head-slot proxy from output feature chunks
1,self_attn,transformer.encoder.layers.1.self_attn,7,5.297798111314478e-07,6.246566772460938e-05,1.1828380763745372e-07,0.0007459928165189922,0.9307277735851173,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,0,5.445090778266604e-07,7.152557373046875e-05,4.424599708841015e-08,0.0007490050629712641,0.3481539796754894,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,1,5.308732511366543e-07,9.632110595703125e-05,4.734327063715682e-08,0.000760821916628629,0.3725251812100625,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,2,4.968670168636891e-07,5.888938903808594e-05,4.369417538896414e-08,0.0006868235650472343,0.34381191636184005,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,3,4.989925628251513e-07,7.915496826171875e-05,4.820676124950296e-08,0.000691946828737855,0.37931964201744434,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,4,5.406999434853788e-07,8.0108642578125e-05,4.0218747443532266e-08,0.0007602138794027269,0.31646516976553696,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,5,5.280140271679556e-07,8.58306884765625e-05,4.2125787302893514e-08,0.0007079103961586952,0.33147090045592564,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,6,5.089654564471857e-07,8.058547973632812e-05,4.691874977424959e-08,0.0007130712037906051,0.3691847970487315,0,head-slot proxy from output feature chunks
1,cross_attn_image,transformer.encoder.layers.1.cross_attn_image,7,5.222721597419877e-07,6.532669067382812e-05,5.337888353551534e-08,0.0007307620253413916,0.4200169949021684,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,0,4.4348880123834533e-07,6.723403930664062e-05,7.510940491783913e-08,0.0006244242540560663,0.5910057395915965,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,1,4.7184011009449023e-07,7.867813110351562e-05,9.492854502468617e-08,0.0006868536002002656,0.7469545927309538,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,2,4.3132052951477817e-07,5.173683166503906e-05,7.992819917035376e-08,0.0006153575959615409,0.6289228960949992,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,3,4.2491205931582954e-07,5.316734313964844e-05,8.195187461979003e-08,0.0006025308393873274,0.644846385396981,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,4,4.530610340225394e-07,6.866455078125e-05,6.942030239542873e-08,0.0006461019511334598,0.5462404768718675,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,5,4.478542052765988e-07,8.20159912109375e-05,6.8745393377867e-08,0.0006114378338679671,0.5409298888900105,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,6,4.33021511980769e-07,5.793571472167969e-05,8.065451595484774e-08,0.0006338769453577697,0.6346379911469066,0,head-slot proxy from output feature chunks
2,self_attn,transformer.encoder.layers.2.self_attn,7,4.4761327444575727e-07,7.05718994140625e-05,8.582808419532739e-08,0.0006525759818032384,0.6753467216665656,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,0,4.436605820501427e-07,7.200241088867188e-05,2.530934573030663e-08,0.0006213804590515792,0.1991490760482199,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,1,4.686225736350025e-07,7.772445678710938e-05,2.3884989985845095e-08,0.000678256677929312,0.1879413927878098,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,2,4.294287805350905e-07,5.412101745605469e-05,2.6459472834972075e-08,0.0006143170176073909,0.20819896428606027,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,3,4.2655480569919746e-07,5.9604644775390625e-05,2.158573941812847e-08,0.0006011881050653756,0.16984951356487882,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,4,4.5286898853191815e-07,5.507469177246094e-05,2.6940572439571042e-08,0.0006420970894396305,0.21198454384090115,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,5,4.481724147353816e-07,9.012222290039062e-05,2.3389208791968485e-08,0.0006099329330027103,0.1840402897038063,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,6,4.2955952039847034e-07,5.91278076171875e-05,2.151444178366546e-08,0.0006198979681357741,0.16928850111599797,0,head-slot proxy from output feature chunks
2,cross_attn_image,transformer.encoder.layers.2.cross_attn_image,7,4.46330858494548e-07,6.29425048828125e-05,2.2379049724463584e-08,0.0006546250660903752,0.17609175373219327,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,0,3.137612338832696e-07,4.124641418457031e-05,9.577542670058392e-08,0.0003748892340809107,0.7536183644884057,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,1,3.1147567369771423e-07,3.170967102050781e-05,1.0029224739582787e-07,0.0003911661042366177,0.7891594123573825,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,2,3.1339175166067434e-07,3.0040740966796875e-05,9.12294737531738e-08,0.0003856719413306564,0.7178480866281081,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,3,3.035187887689972e-07,3.039836883544922e-05,7.476375429860127e-08,0.0003659810754470527,0.5882859536994512,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,4,3.2852366871338745e-07,3.838539123535156e-05,9.443404991316129e-08,0.00039562201709486544,0.7430636093124208,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,5,3.165109490055329e-07,3.24249267578125e-05,9.225129815604305e-08,0.00037410901859402657,0.7258884124383189,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,6,3.052317367746582e-07,3.266334533691406e-05,9.942990430999998e-08,0.00038443037192337215,0.7823739809752686,0,head-slot proxy from output feature chunks
3,self_attn,transformer.encoder.layers.3.self_attn,7,2.984486400237074e-07,2.8371810913085938e-05,1.0286841956030912e-07,0.0003581736236810684,0.8094302763996418,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,0,3.1134203481997247e-07,4.0531158447265625e-05,1.7182010481064935e-08,0.00037222259561531246,0.1351983393176974,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,1,3.073997447700094e-07,3.4332275390625e-05,1.562635532081913e-08,0.0003891023516189307,0.12295751369091641,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,2,3.12411174263616e-07,3.170967102050781e-05,1.795921455993721e-08,0.0003865497128572315,0.1413138460501761,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,3,3.046633025860501e-07,3.123283386230469e-05,1.4423330974011606e-08,0.0003696928033605218,0.11349139830084745,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,4,3.28806862626152e-07,3.719329833984375e-05,2.2030430812947088e-08,0.0003957851731684059,0.1733486115403226,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,5,3.142180844406539e-07,3.266334533691406e-05,1.725446985290091e-08,0.0003726269060280174,0.13576849301135413,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,6,3.041714933260664e-07,3.552436828613281e-05,1.5006703435460622e-08,0.00038724453770555556,0.11808172188832883,0,head-slot proxy from output feature chunks
3,cross_attn_image,transformer.encoder.layers.3.cross_attn_image,7,2.977199358156213e-07,2.8133392333984375e-05,1.6722841778005204e-08,0.00035758037120103836,0.13158532521851796,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,0,2.1953405848762486e-07,2.6106834411621094e-05,6.829042575873245e-08,0.0002657310978975147,0.5373499314328721,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,1,2.269010792588233e-07,2.5033950805664062e-05,7.729976658765736e-08,0.0002858334919437766,0.6082408158122117,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,2,2.172665460875578e-07,2.6464462280273438e-05,7.039948002329766e-08,0.00026482148678041995,0.5539452323386862,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,3,2.1665053395736322e-07,3.218650817871094e-05,6.353166526196219e-08,0.000260319298831746,0.4999051564408525,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,4,2.4104249973788683e-07,2.658367156982422e-05,7.81069147137714e-08,0.00028076887247152627,0.6145919402254035,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,5,2.1986170395393856e-07,2.5987625122070312e-05,7.071110275091996e-08,0.00026145559968426824,0.5563972664190179,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,6,2.1454596321746067e-07,3.1948089599609375e-05,6.709427680107183e-08,0.000255564198596403,0.5279379157184988,0,head-slot proxy from output feature chunks
4,self_attn,transformer.encoder.layers.4.self_attn,7,2.143136015320124e-07,2.5987625122070312e-05,8.590926370288798e-08,0.0002555341925472021,0.6759854906057952,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,0,2.1799669980282488e-07,2.6464462280273438e-05,9.914942644684288e-09,0.0002649006783030927,0.07801670133240728,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,1,2.242151992959407e-07,2.5272369384765625e-05,9.74549241306022e-09,0.0002830132725648582,0.07668336551947548,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,2,2.1637276859109988e-07,2.6106834411621094e-05,9.77131886514826e-09,0.0002626757777761668,0.07688658349775684,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,3,2.1714058107136225e-07,3.1948089599609375e-05,8.547344165776849e-09,0.00026006216648966074,0.06725561819807578,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,4,2.4028045686463884e-07,2.6226043701171875e-05,1.298511165259697e-08,0.00028141678194515407,0.10217462812170176,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,5,2.198880935111447e-07,2.5987625122070312e-05,1.0415968532129227e-08,0.00026204841560684144,0.08195907280356779,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,6,2.1408332884220727e-07,3.218650817871094e-05,9.97449767226044e-09,0.0002537919790484011,0.07848531592411578,0,head-slot proxy from output feature chunks
4,cross_attn_image,transformer.encoder.layers.4.cross_attn_image,7,2.1345736911371205e-07,2.586841583251953e-05,8.345070412474342e-09,0.0002548517077229917,0.06566400727663015,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,0,1.380279996965328e-07,2.4437904357910156e-05,6.258327545083375e-08,0.00014853832544758916,0.4924426579380322,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,1,1.2437259044872917e-07,2.6106834411621094e-05,5.785499013200024e-08,0.0001304610341321677,0.45523767988083574,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,2,1.3922677055688837e-07,1.811981201171875e-05,6.673632668707796e-08,0.00014668377116322517,0.5251213500422129,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,3,1.515015810582554e-07,1.811981201171875e-05,5.827029170291098e-08,0.0001569506130181253,0.4585055211363768,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,4,1.6123162538406177e-07,2.288818359375e-05,6.307031696906051e-08,0.00016749821952544153,0.4962749920246394,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,5,1.4630060718445748e-07,1.71661376953125e-05,6.850660838608746e-08,0.00015538423031102866,0.539050985697735,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,6,1.50493960404674e-07,2.4318695068359375e-05,6.834148535972417e-08,0.0001583467674208805,0.5377516989249775,0,head-slot proxy from output feature chunks
5,self_attn,transformer.encoder.layers.5.self_attn,7,1.4307786955214397e-07,1.7523765563964844e-05,6.569108279563807e-08,0.0001493465679232031,0.5168967456828817,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,0,1.3636550022511074e-07,2.384185791015625e-05,7.514722177859312e-09,0.00014684890629723668,0.05913033052797203,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,1,1.2183137698684732e-07,2.6226043701171875e-05,9.879910223276056e-09,0.00012828235048800707,0.07774104527912468,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,2,1.3817914634728368e-07,1.800060272216797e-05,9.43212707937846e-09,0.00014557158283423632,0.07421761957198006,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,3,1.491845011969417e-07,1.7642974853515625e-05,1.0402509964535511e-08,0.00015481964510399848,0.0818531727408091,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,4,1.6033850158692076e-07,2.3126602172851562e-05,9.71329505716767e-09,0.00016655155923217535,0.07643001745803119,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,5,1.4365357969836623e-07,1.71661376953125e-05,9.651003551880422e-09,0.0001526118430774659,0.07593987062232085,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,6,1.4942924053684692e-07,2.4199485778808594e-05,9.355400898414246e-09,0.0001571668981341645,0.07361389207105794,0,head-slot proxy from output feature chunks
5,cross_attn_image,transformer.encoder.layers.5.cross_attn_image,7,1.4197533459991973e-07,1.7642974853515625e-05,8.820520314145597e-09,0.00014786059909965843,0.06940513158833711,0,head-slot proxy from output feature chunks
